Subject,LRT,RRT,RTMax,Lacc,Racc,Bacc,PrevAcc,Block,SubTrial,Lstim,Rstim,Stim1,Stim2,S-Chord,CResp1,CResp2,Resp1,Resp2,R-Chord,RewardType,AfterRew,Rmapping,Trial 1,BadTime,Repeat,Async,ChordType,Useable,RewMag
13,1367,1469,1469,1,1,1,0,12,12,Face1.jpg,Face6.jpg,1,6,16,r,o,4,7,47,U,1,1,0,0,0,0,SI,0,100
13,1961,1951,1961,1,1,1,1,12,13,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,0,1,0,0,0,1,SC,1,100
13,1307,1297,1307,1,1,1,1,12,14,Face4.jpg,Face5.jpg,4,5,45,q,p,1,8,18,W,0,1,0,0,0,1,M,1,90
13,1501,1475,1501,1,1,1,1,12,15,Face3.jpg,Face5.jpg,3,5,35,w,p,2,8,28,W, ,1,0,0,0,1,SI,1,150
13,1647,1669,1669,1,0,0,1,12,16,Face4.jpg,Face5.jpg,4,5,45,q,p,1,8,18,W, ,1,0,0,0,1,M,0,150
13,1684,1674,1684,1,1,1,0,12,17,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U, ,1,0,0,0,1,SI,0,140
13,1830,1820,1830,1,1,1,1,12,18,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R,0,1,0,0,0,1,SI,1,70
13,1224,1182,1224,1,1,1,1,12,19,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,1,1,0,0,0,1,SC,1,190
13,1098,1104,1104,1,1,1,1,12,20,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R,0,1,0,0,0,1,SI,1,200
13,1276,1268,1276,1,1,1,1,12,21,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,1,1,0,0,0,1,SC,1,190
13,1598,1620,1620,1,1,1,1,12,22,Face2.jpg,Face8.jpg,2,8,28,e,u,3,5,35,W,1,1,0,0,0,1,SI,1,70
13,1407,1397,1407,1,1,1,1,13,1,Face1.jpg,Face7.jpg,1,7,17,r,i,4,6,46,W, ,1,1,0,0,1,SI,0,100
13,1281,1273,1281,1,1,1,1,13,2,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U, ,1,0,0,0,1,SC,1,100
13,2466,40,2466,1,0,0,1,13,3,Face3.jpg,Face5.jpg,3,5,35,w,p,2,8,28,W,0,1,0,1,0,0,SI,0,140
13,2055,40,2055,1,0,0,0,13,4,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U, ,1,0,1,0,0,SC,0,110
13,940,962,962,1,1,1,0,13,5,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,0,1,0,0,0,1,SC,0,60
13,1678,1671,1678,1,0,0,1,13,6,Face2.jpg,Face7.jpg,2,7,27,e,i,3,6,36,W,1,1,0,0,0,1,M,0,120
13,948,954,954,0,1,0,0,13,7,Face4.jpg,Face5.jpg,4,5,45,q,p,1,8,18,W, ,1,0,0,0,1,M,0,140
13,1273,1279,1279,1,0,0,0,13,8,Face4.jpg,Face6.jpg,4,6,46,q,o,1,7,17,W, ,1,0,0,0,1,SI,0,130
13,1182,1172,1182,1,1,1,0,13,9,Face1.jpg,Face6.jpg,1,6,16,r,o,4,7,47,U, ,1,0,0,0,1,SI,0,80
13,1568,1574,1574,1,1,1,1,13,10,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U,0,1,0,0,0,1,SC,1,60
13,1570,1544,1570,1,1,1,1,13,11,Face3.jpg,Face6.jpg,3,6,36,w,o,2,7,27,W,0,1,0,0,0,1,M,1,70
13,1076,1066,1076,1,1,1,1,13,12,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R, ,1,0,0,0,1,SC,1,90
13,1670,1676,1676,1,0,0,1,13,13,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,1,1,0,0,0,1,SC,0,70
13,1643,1633,1643,1,1,1,0,13,14,Face1.jpg,Face8.jpg,1,8,18,r,u,4,5,45,W,0,1,0,0,0,1,M,0,100
13,1357,1379,1379,1,1,1,1,13,15,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R, ,1,0,0,0,1,SC,1,130
13,1343,1365,1365,1,1,1,1,13,16,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,1,1,0,0,1,1,SC,0,200
13,1489,1479,1489,1,1,1,1,13,17,Face4.jpg,Face6.jpg,4,6,46,q,o,1,7,17,W,1,1,0,0,0,1,SI,1,180
13,947,937,947,1,1,1,1,13,18,Face4.jpg,Face5.jpg,4,5,45,q,p,1,8,18,W, ,1,0,0,0,1,M,1,150
13,1109,1067,1109,1,1,1,1,13,19,Face2.jpg,Face8.jpg,2,8,28,e,u,3,5,35,W, ,1,0,0,0,1,SI,1,170
13,1303,1277,1303,1,1,1,1,13,20,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R, ,1,0,0,0,1,SC,1,90
13,1385,1375,1385,1,1,1,1,13,21,Face1.jpg,Face8.jpg,1,8,18,r,u,4,5,45,W,1,1,0,0,0,1,M,1,50
13,1259,1249,1259,1,1,1,1,13,22,Face3.jpg,Face6.jpg,3,6,36,w,o,2,7,27,W, ,1,0,0,0,1,M,1,140
13,1340,1346,1346,1,1,1,1,13,23,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U, ,1,0,0,0,1,SC,1,140
13,1694,1700,1700,1,1,1,1,13,24,Face1.jpg,Face8.jpg,1,8,18,r,u,4,5,45,W,0,1,0,0,0,1,M,1,140
13,1658,1312,1658,0,1,0,1,14,1,Face4.jpg,Face6.jpg,4,6,46,q,o,1,7,17,W, ,1,1,0,0,0,SI,0,90
13,960,950,960,0,1,0,0,14,2,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U, ,1,0,0,0,1,SC,0,80
13,1045,1083,1083,1,1,1,0,14,3,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,0,1,0,0,0,1,SC,0,120
13,1239,1213,1239,1,1,1,1,14,4,Face3.jpg,Face6.jpg,3,6,36,w,o,2,7,27,W,1,1,0,0,0,1,M,1,170
13,1385,1375,1385,1,1,1,1,14,5,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U, ,1,0,0,0,1,SI,1,120
13,1803,1793,1803,1,1,1,1,14,6,Face2.jpg,Face7.jpg,2,7,27,e,i,3,6,36,W,0,1,0,0,0,1,M,1,170
13,1805,1811,1811,1,1,1,1,14,7,Face1.jpg,Face6.jpg,1,6,16,r,o,4,7,47,U, ,1,0,0,0,1,SI,1,140
13,1423,1445,1445,1,1,1,1,14,8,Face4.jpg,Face7.jpg,4,7,47,q,i,1,6,16,R,0,1,0,0,0,1,SI,1,70
13,2033,1991,2033,0,1,0,1,14,9,Face2.jpg,Face8.jpg,2,8,28,e,u,3,5,35,W,1,1,0,1,0,1,SI,0,110
13,1686,1724,1724,1,1,1,0,14,10,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U, ,1,0,0,0,1,SI,0,150
13,1304,1278,1304,1,1,1,1,14,11,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R,0,1,0,0,0,1,SI,1,190
13,1130,1136,1136,1,1,1,1,14,12,Face4.jpg,Face5.jpg,4,5,45,q,p,1,8,18,W,1,1,0,0,0,1,M,1,50
13,1196,1202,1202,1,1,1,1,14,13,Face2.jpg,Face7.jpg,2,7,27,e,i,3,6,36,W, ,1,0,0,0,1,M,1,180
13,1374,1396,1396,1,1,1,1,14,14,Face1.jpg,Face7.jpg,1,7,17,r,i,4,6,46,W, ,1,0,0,0,1,SI,1,50
13,1584,1574,1584,1,1,1,1,14,15,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R, ,1,0,0,0,1,SC,1,70
13,1874,1896,1896,0,0,0,1,14,16,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,1,1,0,0,0,1,SI,0,160
13,1399,1357,1399,1,1,1,0,14,17,Face3.jpg,Face6.jpg,3,6,36,w,o,2,7,27,W,0,1,0,0,0,1,M,0,110
13,1625,1583,1625,1,0,0,1,14,18,Face1.jpg,Face7.jpg,1,7,17,r,i,4,6,46,W, ,1,0,0,0,1,SI,0,100
13,1581,1587,1587,1,1,1,0,14,19,Face2.jpg,Face8.jpg,2,8,28,e,u,3,5,35,W, ,1,0,0,0,1,SI,0,100
13,1471,1445,1471,1,1,1,1,14,20,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U, ,1,0,0,0,1,SI,1,70
13,1233,1191,1233,1,1,1,1,14,21,Face1.jpg,Face6.jpg,1,6,16,r,o,4,7,47,U,0,1,0,0,0,1,SI,1,80
13,1267,1257,1267,1,1,1,1,14,22,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,0,1,0,0,0,1,SC,1,170
13,1313,1303,1313,1,1,1,1,15,1,Face4.jpg,Face7.jpg,4,7,47,q,i,1,6,16,R,1,1,1,0,0,1,SI,0,180
13,1251,1241,1251,0,1,0,1,15,2,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,1,1,0,0,0,1,SC,0,180
13,1432,1422,1432,1,1,1,0,15,3,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,1,1,0,0,0,1,SI,0,150
13,1421,1408,1421,1,1,1,1,15,4,Face4.jpg,Face6.jpg,4,6,46,q,o,1,7,17,W,0,1,0,0,0,1,SI,1,100
13,1788,1778,1788,1,1,1,1,15,5,Face4.jpg,Face7.jpg,4,7,47,q,i,1,6,16,R, ,1,0,0,0,1,SI,1,180
13,1550,1556,1556,1,1,1,1,15,6,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,1,1,0,0,0,1,SC,1,80
13,2032,40,2032,1,0,0,1,15,7,Face2.jpg,Face7.jpg,2,7,27,e,i,3,6,36,W,0,1,0,1,0,0,M,0,190
13,1206,1196,1206,1,1,1,0,15,8,Face3.jpg,Face5.jpg,3,5,35,w,p,2,8,28,W, ,1,0,0,0,1,SI,0,180
13,1607,1581,1607,1,1,1,1,15,9,Face4.jpg,Face6.jpg,4,6,46,q,o,1,7,17,W, ,1,0,0,0,1,SI,1,60
13,1721,1711,1721,1,1,1,1,15,10,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U, ,1,0,0,0,1,SC,1,60
13,1051,1041,1051,1,1,1,1,15,11,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,0,1,0,0,1,1,SC,0,70
13,1389,1363,1389,1,1,1,1,15,12,Face1.jpg,Face7.jpg,1,7,17,r,i,4,6,46,W,0,1,0,0,0,1,SI,1,50
13,1167,1141,1167,1,1,1,1,15,13,Face3.jpg,Face5.jpg,3,5,35,w,p,2,8,28,W, ,1,0,0,0,1,SI,1,140
13,1345,1303,1345,1,1,1,1,15,14,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R, ,1,0,0,0,1,SI,1,140
13,1235,1225,1235,1,1,1,1,15,15,Face2.jpg,Face8.jpg,2,8,28,e,u,3,5,35,W,1,1,0,0,0,1,SI,1,60
13,1045,1051,1051,1,1,1,1,15,16,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R, ,1,0,0,0,1,SI,1,200
13,1431,1469,1469,1,1,1,1,15,17,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,1,1,0,0,0,1,SI,1,190
13,1736,1729,1736,1,1,1,1,15,18,Face3.jpg,Face6.jpg,3,6,36,w,o,2,7,27,W,0,1,0,0,0,1,M,1,130
13,1162,1184,1184,1,1,1,1,15,19,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U, ,1,0,0,0,1,SC,1,110
14,2255,40,2255,1,0,0,1,1,1,Face4.jpg,Face7.jpg,4,7,47,q,i,1,6,16,R,0,1,1,1,0,0,SI,0,160
14,1292,1410,1410,0,0,0,0,1,2,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,1,1,0,0,0,0,SC,0,190
14,751,1269,1269,1,1,1,0,1,3,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U,0,1,0,0,0,0,SC,0,110
14,1119,1574,1574,0,0,0,1,1,4,Face1.jpg,Face8.jpg,1,8,18,r,u,4,5,45,W,0,1,0,0,0,0,M,0,70
14,1163,1585,1585,1,0,0,0,1,5,Face3.jpg,Face5.jpg,3,5,35,w,p,2,8,28,W, ,1,0,0,0,0,SI,0,100
14,1453,2243,2243,0,0,0,0,1,6,Face2.jpg,Face8.jpg,2,8,28,e,u,3,5,35,W, ,1,0,1,0,0,SI,0,100
14,2532,2970,2970,1,0,0,0,1,7,Face4.jpg,Face6.jpg,4,6,46,q,o,1,7,17,W, ,1,0,1,0,0,SI,0,120
14,1417,1871,1871,1,0,0,0,1,8,Face3.jpg,Face6.jpg,3,6,36,w,o,2,7,27,W, ,1,0,0,0,0,M,0,80
14,1090,1304,1304,1,1,1,0,1,9,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U, ,1,0,0,0,0,SC,0,200
14,1732,2360,2360,0,1,0,1,1,10,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R,0,1,0,1,0,0,SC,0,110
14,1801,2447,2447,1,1,1,0,1,11,Face1.jpg,Face7.jpg,1,7,17,r,i,4,6,46,W,1,1,0,1,0,0,SI,0,170
14,1001,1871,1871,1,1,1,1,1,12,Face3.jpg,Face6.jpg,3,6,36,w,o,2,7,27,W, ,1,0,0,0,0,M,1,150
14,1034,1504,1504,1,1,1,1,1,13,Face1.jpg,Face8.jpg,1,8,18,r,u,4,5,45,W, ,1,0,0,0,0,M,1,60
14,1050,1856,1856,1,1,1,1,1,14,Face3.jpg,Face6.jpg,3,6,36,w,o,2,7,27,W, ,1,0,0,0,0,M,1,50
14,1226,1520,1520,1,1,1,1,1,15,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R, ,1,0,0,0,0,SI,1,90
14,970,1344,1344,1,1,1,1,1,16,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U,1,1,0,0,0,0,SC,1,60
14,1178,2080,2080,0,0,0,1,1,17,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,0,1,0,1,0,0,SI,0,150
14,1469,1763,1763,1,1,1,0,1,18,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U,0,1,0,0,0,0,SC,0,60
14,1277,1587,1587,1,1,1,1,1,19,Face1.jpg,Face7.jpg,1,7,17,r,i,4,6,46,W,0,1,0,0,0,0,SI,1,170
14,893,1507,1507,1,1,1,1,1,20,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U, ,1,0,0,0,0,SC,1,70
14,1229,2131,2131,1,0,0,1,1,21,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,0,1,0,1,0,0,SC,0,120
14,1054,1348,1348,1,1,1,0,1,22,Face4.jpg,Face5.jpg,4,5,45,q,p,1,8,18,W,1,1,0,0,0,0,M,0,50
14,990,1396,1396,1,1,1,1,1,23,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R, ,1,0,0,0,0,SI,1,110
14,1262,2501,2501,1,1,1,1,1,24,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R,1,1,0,1,0,0,SC,0,50
14,1823,2597,2597,0,1,0,1,1,25,Face4.jpg,Face7.jpg,4,7,47,q,i,1,6,16,R,1,1,0,1,0,0,SI,0,160
14,1231,1381,1381,1,1,1,0,1,26,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R,1,1,0,0,0,0,SI,0,100
14,1343,2742,2742,1,1,1,1,1,27,Face1.jpg,Face6.jpg,1,6,16,r,o,4,7,47,U,1,1,0,1,0,0,SI,0,160
14,1616,1814,1814,1,0,0,1,1,28,Face2.jpg,Face7.jpg,2,7,27,e,i,3,6,36,W,0,1,0,0,0,0,M,0,50
14,1638,2108,2108,1,1,1,0,1,29,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R, ,1,0,1,0,0,SC,0,130
14,1414,1804,1804,1,1,1,1,1,30,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,1,1,0,0,0,0,SI,1,170
14,1031,1693,1693,1,1,1,1,1,31,Face3.jpg,Face5.jpg,3,5,35,w,p,2,8,28,W,0,1,0,0,0,0,SI,1,170
14,2343,40,2343,1,0,0,1,1,32,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R, ,1,0,1,0,0,SC,0,190
14,1448,40,1448,1,0,0,0,1,33,Face4.jpg,Face6.jpg,4,6,46,q,o,1,7,17,W,1,1,0,1,0,0,SI,0,150
14,1408,1686,1686,1,1,1,0,1,34,Face2.jpg,Face8.jpg,2,8,28,e,u,3,5,35,W, ,1,0,0,0,0,SI,0,200
14,1136,1334,1334,1,1,1,1,1,35,Face4.jpg,Face5.jpg,4,5,45,q,p,1,8,18,W, ,1,0,0,0,0,M,1,100
14,960,1126,1126,1,1,1,1,1,36,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U, ,1,0,0,0,0,SC,1,140
14,1201,1575,1575,1,1,1,1,1,37,Face2.jpg,Face7.jpg,2,7,27,e,i,3,6,36,W,0,1,0,0,0,0,M,1,50
14,1169,1527,1527,1,1,1,1,1,38,Face1.jpg,Face8.jpg,1,8,18,r,u,4,5,45,W, ,1,0,0,0,0,M,1,120
14,929,1271,1271,1,1,1,1,1,39,Face4.jpg,Face5.jpg,4,5,45,q,p,1,8,18,W, ,1,0,0,0,0,M,1,170
14,1457,2087,2087,1,1,1,1,1,40,Face2.jpg,Face7.jpg,2,7,27,e,i,3,6,36,W, ,1,0,1,0,0,M,0,70
14,1217,1607,1607,1,1,1,1,1,41,Face1.jpg,Face8.jpg,1,8,18,r,u,4,5,45,W, ,1,0,0,0,0,M,1,50
14,1009,1815,1815,1,1,1,1,1,42,Face3.jpg,Face6.jpg,3,6,36,w,o,2,7,27,W, ,1,0,0,0,0,M,1,190
14,1105,1944,1944,1,1,1,1,1,43,Face4.jpg,Face6.jpg,4,6,46,q,o,1,7,17,W, ,1,0,0,0,0,SI,1,60
14,1058,1576,1576,1,1,1,1,1,44,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R, ,1,0,0,0,0,SC,1,50
14,1202,2040,2040,1,1,1,1,1,45,Face4.jpg,Face6.jpg,4,6,46,q,o,1,7,17,W,1,1,0,1,0,0,SI,0,120
14,930,1192,1192,1,1,1,1,1,46,Face1.jpg,Face8.jpg,1,8,18,r,u,4,5,45,W, ,1,0,0,0,0,M,1,50
14,818,1064,1064,1,1,1,1,1,47,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U, ,1,0,0,0,0,SC,1,90
14,946,1640,1640,1,1,1,1,1,48,Face1.jpg,Face6.jpg,1,6,16,r,o,4,7,47,U,0,1,0,0,0,0,SI,1,60
14,914,1529,1529,1,1,1,1,1,49,Face1.jpg,Face7.jpg,1,7,17,r,i,4,6,46,W,0,1,0,0,0,0,SI,1,90
14,963,1353,1353,1,1,1,1,1,50,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R, ,1,0,0,0,0,SC,1,170
14,1562,1842,1842,1,1,1,1,2,1,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R,1,1,1,0,0,0,SI,0,70
14,1281,1703,1703,1,1,1,1,2,2,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,1,1,0,0,0,0,SI,1,0
14,1303,1886,1886,1,1,1,1,2,3,Face1.jpg,Face6.jpg,1,6,16,r,o,4,7,47,U,0,1,0,0,0,0,SI,1,0
14,1438,40,1438,1,0,0,1,2,4,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,0,1,0,1,0,0,SI,0,0
14,1211,1505,1505,1,1,1,0,2,5,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,0,1,0,0,0,0,SC,0,60
14,0,40,40,0,0,0,1,2,6,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R,1,1,0,1,0,1,SC,0,120
14,894,1492,1492,1,1,1,0,2,7,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,1,1,0,0,0,0,SC,0,0
14,837,1642,1642,1,1,1,1,2,8,Face4.jpg,Face7.jpg,4,7,47,q,i,1,6,16,R,0,1,0,0,0,0,SI,1,60
14,955,1713,1713,1,1,1,1,2,9,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U,1,1,0,0,0,0,SC,1,0
14,1730,40,1730,1,0,0,1,2,10,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,0,1,0,1,0,0,SI,0,0
14,1039,1845,1845,1,1,1,0,2,11,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,0,1,0,0,0,0,SC,0,0
14,710,1276,1276,1,1,1,1,2,12,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U,0,1,0,0,0,0,SC,1,0
14,925,1667,1667,1,1,1,1,2,13,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R,0,1,0,0,0,0,SI,1,180
14,1316,1994,1994,0,0,0,1,2,14,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,1,1,0,0,0,0,SC,0,0
14,1712,40,1712,1,0,0,0,2,15,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R,0,1,0,1,0,0,SC,0,80
14,1069,1475,1475,1,1,1,0,2,16,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R,1,1,0,0,0,0,SI,0,90
14,1252,1530,1530,1,1,1,1,2,17,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,1,1,0,0,0,0,SI,1,0
14,1275,1895,1895,0,1,0,1,2,18,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R,0,1,0,0,0,0,SC,0,160
14,872,1456,1456,1,1,1,0,2,19,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,1,1,0,0,0,0,SI,0,0
14,1055,1717,1717,1,1,1,1,2,20,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,0,1,0,0,0,0,SC,1,70
14,1078,1564,1564,1,0,0,1,2,21,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,1,1,0,0,0,0,SC,0,0
14,899,1323,1323,1,1,1,0,2,22,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,0,1,0,0,0,0,SC,0,70
14,954,1392,1392,1,1,1,1,2,23,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,1,1,0,0,0,0,SC,1,0
14,912,1303,1303,1,1,1,1,2,24,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,0,1,0,0,0,0,SC,1,150
14,791,1598,1598,1,1,1,1,2,25,Face4.jpg,Face7.jpg,4,7,47,q,i,1,6,16,R,1,1,0,0,0,0,SI,1,180
14,1086,40,1086,1,0,0,1,2,26,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R,1,1,0,1,0,0,SI,0,70
14,923,1217,1217,1,1,1,0,2,27,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U,1,1,0,0,0,0,SC,0,0
14,1570,40,1570,1,0,0,1,2,28,Face1.jpg,Face6.jpg,1,6,16,r,o,4,7,47,U,0,1,0,1,0,0,SI,0,0
14,895,1317,1317,1,1,1,0,2,29,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R,0,1,0,0,0,0,SI,0,80
14,1558,40,1558,1,0,0,1,2,30,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R,1,1,0,1,0,0,SC,0,140
14,1123,1465,1465,1,1,1,0,2,31,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,1,1,0,0,0,0,SI,0,0
14,1082,1472,1472,1,1,1,1,2,32,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,0,1,0,0,0,0,SC,1,80
14,928,1303,1303,1,1,1,1,2,33,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R,1,1,0,0,0,0,SI,1,100
14,1255,1966,1966,1,1,1,1,2,34,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R,1,1,0,0,0,0,SC,1,150
14,1374,1915,1915,1,0,0,1,2,35,Face1.jpg,Face6.jpg,1,6,16,r,o,4,7,47,U,1,1,0,0,0,0,SI,0,0
14,1851,40,1851,1,0,0,0,2,36,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,0,1,0,1,0,0,SI,0,0
14,952,1262,1262,1,1,1,0,2,37,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,0,1,0,0,0,0,SC,0,100
14,1119,1557,1557,1,0,0,1,2,38,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R,1,1,0,0,0,0,SC,0,100
14,1660,40,1660,1,0,0,0,2,39,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,1,1,0,1,0,0,SI,0,0
14,984,1518,1518,1,1,1,0,2,40,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,0,1,0,0,0,0,SC,0,0
14,1311,1909,1909,1,1,1,1,2,41,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R,0,1,0,0,0,0,SC,1,60
14,934,1292,1292,1,1,1,1,2,42,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,1,1,0,0,0,0,SC,1,190
14,781,1155,1155,1,1,1,1,2,43,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U,1,1,0,0,0,0,SC,1,0
14,852,1194,1194,1,1,1,1,2,44,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,0,1,0,0,0,0,SC,1,130
14,843,1217,1217,1,0,0,1,2,45,Face4.jpg,Face7.jpg,4,7,47,q,i,1,6,16,R,1,1,0,0,0,0,SI,0,100
14,951,1502,1502,1,1,1,0,2,46,Face1.jpg,Face6.jpg,1,6,16,r,o,4,7,47,U,1,1,0,0,0,0,SI,0,0
14,1054,1412,1412,1,1,1,1,2,47,Face3.jpg,Face8.jpg,3,8,38,w,u,2,5,25,R,0,1,0,0,0,0,SI,1,140
14,1045,1339,1339,1,1,1,1,2,48,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,1,1,0,0,0,0,SC,1,170
14,862,1220,1220,1,1,1,1,3,1,Face4.jpg,Face7.jpg,4,7,47,q,i,1,6,16,R,1,1,1,0,0,0,SI,0,150
14,949,1467,1467,1,1,1,1,3,2,Face2.jpg,Face6.jpg,2,6,26,e,o,3,7,37,R,1,1,0,0,0,0,SC,1,70
14,796,1378,1378,1,1,1,1,3,3,Face1.jpg,Face6.jpg,1,6,16,r,o,4,7,47,U,1,1,0,0,0,0,SI,1,0
14,883,1497,1497,0,0,0,1,3,4,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,0,1,0,0,0,0,SI,0,0
14,688,1046,1046,1,1,1,0,3,5,Face4.jpg,Face8.jpg,4,8,48,q,u,1,5,15,U,0,1,0,0,0,0,SC,0,0
14,871,1357,1357,1,0,0,1,3,6,Face3.jpg,Face7.jpg,3,7,37,w,i,2,6,26,U,0,1,0,0,0,0,SC,0,0
14,1043,1705,1705,1,0,0,0,3,7,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,0,1,0,0,0,0,SI,0,0
14,832,1350,1350,1,0,0,0,3,8,Face1.jpg,Face5.jpg,1,5,15,r,p,4,8,48,R,0,1,0,0,0,0,SC,0,170
14,1133,1475,1475,1,1,1,0,3,9,Face2.jpg,Face5.jpg,2,5,25,e,p,3,8,38,U,1,1,0,0,0,0,SI,0,0
